# Logfile created on 2025-09-09 15:29:36 +0200 by logger.rb/v1.5.3
2025-09-09 15:29:36 +0200: Memory Usage (420484K) : Starting running IHP-SG13G2 Klayout DRC runset on /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/final/gds/top_filled.gds
2025-09-09 15:29:36 +0200: Memory Usage (420484K) : Ruby Version for klayout: 3.2.3
2025-09-09 15:29:36 +0200: Memory Usage (448288K) : Loading database to memory is complete.
2025-09-09 15:29:36 +0200: Memory Usage (448288K) : IHP-SG13G2 Klayout DRC runset output at: /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/drc_run_top/top_filled_top_thickgateox.lyrdb
2025-09-09 15:29:36 +0200: Memory Usage (448544K) : Evaluate switches.
2025-09-09 15:29:36 +0200: Memory Usage (448544K) : table_name selected  thickgateox
2025-09-09 15:29:36 +0200: Memory Usage (448544K) : Klayout will use 1 thread(s)
2025-09-09 15:29:36 +0200: Memory Usage (448544K) : deep mode is enabled for thickgateox table.
2025-09-09 15:29:36 +0200: Memory Usage (448544K) : FEOL enabled: true
2025-09-09 15:29:36 +0200: Memory Usage (448544K) : BEOL enabled: true
2025-09-09 15:29:36 +0200: Memory Usage (448544K) : OffGrid enabled: true
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal1_iprobe has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal1_diffprb has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : passiv_drw has 40 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : passiv_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : passiv_sbump has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : passiv_pillar has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : passiv_pdl has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_drw has 2674 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_pin has 474 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_mask has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_filler has 49310 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_nofill has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_slit has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_text has 470 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_opc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_noqrc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_res has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_iprobe has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal2_diffprb has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : baspoly_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : baspoly_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : psd_drw has 37228 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : nldb_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : digibnd_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : via1_drw has 66018 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_mask has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_filler has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_nofill has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_slit has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_text has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_opc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_noqrc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_res has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_iprobe has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backmetal1_diffprb has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : backpassiv_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : res_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : sram_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : trans_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : ind_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : ind_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : ind_text has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : salblock_drw has 14 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : via2_drw has 177369 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal3_drw has 1556 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal3_pin has 304 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal3_mask has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal3_filler has 24190 polygons
2025-09-09 15:29:37 +0200: Memory Usage (462624K) : metal3_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal3_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal3_text has 308 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal3_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal3_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal3_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal3_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal3_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : nwell_drw has 18838 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : nwell_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : nbulay_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : nbulay_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : nbulay_block has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : emwind_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : emwind_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : deepco_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : deepco_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : mim_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : edgeseal_drw has 24 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : edgeseal_bound has 1 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : substrate_drw has 502 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : substrate_text has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : dfpad_drw has 28 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : dfpad_pillar has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : dfpad_sbump has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : thickgateox_drw has 66 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : pldb_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : pwell_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : pwell_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : pwell_block has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : ic_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : via3_drw has 163762 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_drw has 1201 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_pin has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_mask has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_filler has 23729 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_text has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : metal4_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : heattrans_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : heatres_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : pempoly_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : fbe_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : empoly_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : ldmos_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : pbiwind_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : digisub_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : nodrc_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (462624K) : text_drw has 428 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : via4_drw has 168380 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_drw has 1200 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_pin has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_mask has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_filler has 23640 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_text has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : metal5_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : radhard_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463392K) : memcap_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463648K) : varicap_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463648K) : flash_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463648K) : intbondvia_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463648K) : intbondmet_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463648K) : devbondvia_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463648K) : devbondmet_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : devtrench_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : redist_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : graphbot_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : graphtop_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : antvia1_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : antmetal2_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : graphcont_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : siwg_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : siwg_filler has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : siwg_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : sigrating_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : singrating_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : graphpas_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : emwind3_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : emwihv3_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : redbulay_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : smos_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : graphpad_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : polimide_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : polimide_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : recog_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : recog_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463904K) : recog_esd has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_diode has 166 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_tsv has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_iprobe has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_diffprb has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_pillar has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_sbump has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_otp has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_pdiode has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_mom has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : recog_pcm has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : colopen_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmetal1_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmetal1_filler has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmetal1_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmetal1_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmetal1_opc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmet1l_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmet1l_filler has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmet1l_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmet1l_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (463904K) : graphmet1l_opc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : extblock_drw has 14 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : nldd_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : pldd_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : next_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : pext_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : nexthv_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : pexthv_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : graphgate_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : sinwg_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : sinwg_filler has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464160K) : sinwg_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464416K) : mempad_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464928K) : topvia1_drw has 93564 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464928K) : topmetal1_drw has 373 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464928K) : topmetal1_pin has 298 polygons
2025-09-09 15:29:39 +0200: Memory Usage (464928K) : topmetal1_mask has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_filler has 3909 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_text has 298 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_noqrc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_res has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_iprobe has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : topmetal1_diffprb has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : inldpwl_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : polyres_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : polyres_pin has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : vmim_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465184K) : nbulaycut_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465440K) : antmetal1_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topvia2_drw has 50134 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_drw has 355 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_pin has 313 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_mask has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_filler has 3947 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_text has 315 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_noqrc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_res has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_iprobe has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : topmetal2_diffprb has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : snsring_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : sensor_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : snsarms_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : snscmosvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : colwind_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : flm_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : hafniumox_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : memvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : thinfilmres_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : rfmem_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m2m3 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m2m4 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m2m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m2tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m2tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m3m4 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m3m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m3tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m3tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m4m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m4tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m4tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m5tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m5tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_tm1tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m1sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m2sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m3sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m4sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_m5sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_tm1sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : norcx_tm2sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : snsbotvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : snstopvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : deepvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : fgetch_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : ctrgat_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : fgimp_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : emwihv_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : lbe_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : alcustop_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (465952K) : nometfiller_drw has 0 polygons
