# Logfile created on 2025-09-09 15:29:41 +0200 by logger.rb/v1.5.3
2025-09-09 15:29:41 +0200: Memory Usage (423268K) : Starting running IHP-SG13G2 Klayout DRC runset on /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/final/gds/top_filled.gds
2025-09-09 15:29:41 +0200: Memory Usage (423268K) : Ruby Version for klayout: 3.2.3
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : Loading database to memory is complete.
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : IHP-SG13G2 Klayout DRC runset output at: /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/drc_run_top/top_filled_top_npnsubstratetie.lyrdb
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : Evaluate switches.
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : table_name selected  npnsubstratetie
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : Klayout will use 1 thread(s)
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : deep mode is enabled for npnsubstratetie table.
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : FEOL enabled: true
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : BEOL enabled: true
2025-09-09 15:29:41 +0200: Memory Usage (451140K) : OffGrid enabled: true
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : backmetal1_noqrc has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : backmetal1_res has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : backmetal1_iprobe has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : backmetal1_diffprb has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : backpassiv_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : res_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : sram_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : trans_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : ind_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : ind_pin has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : ind_text has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : salblock_drw has 14 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : via2_drw has 177369 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_drw has 1556 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_pin has 304 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_mask has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_filler has 24190 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_nofill has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_slit has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_text has 308 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_opc has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_noqrc has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_res has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_iprobe has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : metal3_diffprb has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : nwell_drw has 18838 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : nwell_pin has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : nbulay_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : nbulay_pin has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : nbulay_block has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : emwind_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : emwind_opc has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : deepco_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : deepco_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : mim_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : edgeseal_drw has 24 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : edgeseal_bound has 1 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : substrate_drw has 502 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : substrate_text has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : dfpad_drw has 28 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : dfpad_pillar has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : dfpad_sbump has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : thickgateox_drw has 66 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : pldb_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : pwell_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : pwell_pin has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : pwell_block has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (465732K) : ic_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : via3_drw has 163762 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_drw has 1201 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_pin has 280 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_mask has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_filler has 23729 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_nofill has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_slit has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_text has 280 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_opc has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_noqrc has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_res has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_iprobe has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal4_diffprb has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : heattrans_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : heatres_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : pempoly_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : fbe_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : empoly_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : ldmos_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : pbiwind_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : digisub_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : nodrc_drw has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : text_drw has 428 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : via4_drw has 168380 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal5_drw has 1200 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal5_pin has 280 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal5_mask has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal5_filler has 23640 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal5_nofill has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466244K) : metal5_slit has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466500K) : metal5_text has 280 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466500K) : metal5_opc has 0 polygons
2025-09-09 15:29:43 +0200: Memory Usage (466500K) : metal5_noqrc has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : metal5_res has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : metal5_iprobe has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : metal5_diffprb has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : radhard_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : memcap_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : varicap_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : flash_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : intbondvia_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : intbondmet_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : devbondvia_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466500K) : devbondmet_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466756K) : devtrench_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466756K) : redist_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466756K) : graphbot_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466756K) : graphtop_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466756K) : antvia1_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (466756K) : antmetal2_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467012K) : graphcont_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467012K) : siwg_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467012K) : siwg_filler has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467012K) : siwg_nofill has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467012K) : sigrating_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467012K) : singrating_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467268K) : graphpas_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467268K) : emwind3_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467268K) : emwihv3_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467268K) : redbulay_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467268K) : smos_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467268K) : graphpad_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467524K) : polimide_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467524K) : polimide_pin has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467524K) : recog_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467524K) : recog_pin has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (467524K) : recog_esd has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_diode has 166 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_tsv has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_iprobe has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_diffprb has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_pillar has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_sbump has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_otp has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_pdiode has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_mom has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : recog_pcm has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : colopen_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : graphmetal1_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : graphmetal1_filler has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468036K) : graphmetal1_nofill has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468292K) : graphmetal1_slit has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468292K) : graphmetal1_opc has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468292K) : graphmet1l_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468292K) : graphmet1l_filler has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468292K) : graphmet1l_nofill has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468292K) : graphmet1l_slit has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468548K) : graphmet1l_opc has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : extblock_drw has 14 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : nldd_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : pldd_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : next_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : pext_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : nexthv_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : pexthv_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : graphgate_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : sinwg_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : sinwg_filler has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (468804K) : sinwg_nofill has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : mempad_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topvia1_drw has 93564 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_drw has 373 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_pin has 298 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_mask has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_filler has 3909 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_nofill has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_slit has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_text has 298 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_noqrc has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_res has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_iprobe has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal1_diffprb has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : inldpwl_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : polyres_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : polyres_pin has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : vmim_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : nbulaycut_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : antmetal1_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topvia2_drw has 50134 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_drw has 355 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_pin has 313 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_mask has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_filler has 3947 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_nofill has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_slit has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_text has 315 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_noqrc has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_res has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_iprobe has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : topmetal2_diffprb has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : snsring_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : sensor_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : snsarms_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : snscmosvia_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : colwind_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : flm_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : hafniumox_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : memvia_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : thinfilmres_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : rfmem_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m2m3 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m2m4 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m2m5 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m2tm1 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m2tm2 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m3m4 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m3m5 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m3tm1 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m3tm2 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m4m5 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m4tm1 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m4tm2 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m5tm1 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m5tm2 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_tm1tm2 has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m1sub has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m2sub has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m3sub has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m4sub has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_m5sub has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_tm1sub has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : norcx_tm2sub has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : snsbotvia_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : snstopvia_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : deepvia_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : fgetch_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : ctrgat_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : fgimp_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : emwihv_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : lbe_drw has 0 polygons
2025-09-09 15:29:44 +0200: Memory Usage (469060K) : alcustop_drw has 0 polygons
