# Logfile created on 2025-09-09 15:29:36 +0200 by logger.rb/v1.5.3
2025-09-09 15:29:36 +0200: Memory Usage (423476K) : Starting running IHP-SG13G2 Klayout DRC runset on /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/final/gds/top_filled.gds
2025-09-09 15:29:36 +0200: Memory Usage (423476K) : Ruby Version for klayout: 3.2.3
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : Loading database to memory is complete.
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : IHP-SG13G2 Klayout DRC runset output at: /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/drc_run_top/top_filled_top_copperpillar.lyrdb
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : Evaluate switches.
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : table_name selected  copperpillar
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : Klayout will use 1 thread(s)
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : deep mode is enabled for copperpillar table.
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : FEOL enabled: true
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : BEOL enabled: true
2025-09-09 15:29:36 +0200: Memory Usage (451268K) : OffGrid enabled: true
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_nofill has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_slit has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_text has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_opc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_noqrc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_res has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_iprobe has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backmetal1_diffprb has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : backpassiv_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : res_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : sram_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : trans_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : ind_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : ind_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : ind_text has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : salblock_drw has 14 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : via2_drw has 177369 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_drw has 1556 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_pin has 304 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_mask has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_filler has 24190 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_nofill has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_slit has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_text has 308 polygons
2025-09-09 15:29:37 +0200: Memory Usage (465348K) : metal3_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : metal3_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : metal3_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : metal3_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : metal3_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : nwell_drw has 18838 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : nwell_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : nbulay_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : nbulay_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : nbulay_block has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : emwind_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : emwind_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : deepco_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : deepco_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : mim_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : edgeseal_drw has 24 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : edgeseal_bound has 1 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : substrate_drw has 502 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : substrate_text has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : dfpad_drw has 28 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : dfpad_pillar has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : dfpad_sbump has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : thickgateox_drw has 66 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : pldb_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : pwell_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : pwell_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : pwell_block has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465348K) : ic_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : via3_drw has 163762 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_drw has 1201 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_pin has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_mask has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_filler has 23729 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_text has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal4_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : heattrans_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : heatres_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : pempoly_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : fbe_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : empoly_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : ldmos_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : pbiwind_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : digisub_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : nodrc_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : text_drw has 428 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : via4_drw has 168380 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_drw has 1200 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_pin has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_mask has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_filler has 23640 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_text has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : metal5_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : radhard_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : memcap_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : varicap_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466116K) : flash_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466372K) : intbondvia_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466372K) : intbondmet_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466372K) : devbondvia_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466372K) : devbondmet_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466372K) : devtrench_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466372K) : redist_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466628K) : graphbot_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466628K) : graphtop_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466628K) : antvia1_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466628K) : antmetal2_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466628K) : graphcont_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466628K) : siwg_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : siwg_filler has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : siwg_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : sigrating_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : singrating_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : graphpas_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : emwind3_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : emwihv3_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : redbulay_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : smos_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : graphpad_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : polimide_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : polimide_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : recog_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : recog_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : recog_esd has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : recog_diode has 166 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : recog_tsv has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466884K) : recog_iprobe has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : recog_diffprb has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : recog_pillar has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : recog_sbump has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : recog_otp has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : recog_pdiode has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : recog_mom has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : recog_pcm has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : colopen_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmetal1_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmetal1_filler has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmetal1_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmetal1_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmetal1_opc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmet1l_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmet1l_filler has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmet1l_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmet1l_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphmet1l_opc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : extblock_drw has 14 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : nldd_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : pldd_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : next_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : pext_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : nexthv_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : pexthv_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : graphgate_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : sinwg_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : sinwg_filler has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : sinwg_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (466884K) : mempad_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467396K) : topvia1_drw has 93564 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467396K) : topmetal1_drw has 373 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467396K) : topmetal1_pin has 298 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467396K) : topmetal1_mask has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467396K) : topmetal1_filler has 3909 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467396K) : topmetal1_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467396K) : topmetal1_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal1_text has 298 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal1_noqrc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal1_res has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal1_iprobe has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal1_diffprb has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : inldpwl_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : polyres_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : polyres_pin has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : vmim_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : nbulaycut_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : antmetal1_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topvia2_drw has 50134 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_drw has 355 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_pin has 313 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_mask has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_filler has 3947 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_text has 315 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_noqrc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_res has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_iprobe has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : topmetal2_diffprb has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : snsring_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : sensor_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : snsarms_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : snscmosvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : colwind_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : flm_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : hafniumox_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : memvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : thinfilmres_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : rfmem_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m2m3 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m2m4 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m2m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m2tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m2tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m3m4 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m3m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m3tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m3tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m4m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m4tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m4tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m5tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m5tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_tm1tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m1sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m2sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m3sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m4sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_m5sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_tm1sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : norcx_tm2sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : snsbotvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : snstopvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : deepvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : fgetch_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : ctrgat_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467652K) : fgimp_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467908K) : emwihv_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467908K) : lbe_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467908K) : alcustop_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467908K) : nometfiller_drw has 0 polygons
